game_id	player_id	sector_id	tic	pos_x	pos_y	mom_x	mom_y	angle	fov	health	armor	ammo
5	1	719	795	-367.25	-2428.95	12.12	4.70	189.04	90.00	104	59	226
5	1	719	796	-354.35	-2422.96	12.89	6.00	187.84	90.00	104	59	226
5	1	719	797	-341.35	-2416.71	13.00	6.25	184.05	90.00	104	59	226
5	1	719	798	-330.26	-2412.04	11.09	4.67	187.33	90.00	104	59	226
5	1	719	799	-317.34	-2406.67	12.92	5.38	183.40	90.00	104	59	226
5	1	719	800	-304.68	-2401.39	12.66	5.28	179.36	90.00	104	59	226
5	1	719	801	-291.68	-2394.83	13.00	6.55	180.42	90.00	104	59	226
5	1	719	802	-278.68	-2387.84	13.00	6.99	175.77	90.00	104	59	226
5	1	719	803	-267.51	-2382.63	11.17	5.21	176.48	90.00	104	59	226
5	1	719	804	-256.52	-2379.20	10.98	3.43	173.91	90.00	104	59	226
5	1	738	805	-243.98	-2374.04	12.55	5.16	168.66	90.00	104	59	226
5	1	738	806	-233.33	-2370.56	10.65	3.48	174.62	90.00	104	59	226
5	1	738	807	-223.00	-2367.07	10.33	3.49	172.51	90.00	104	59	226
5	1	738	808	-211.90	-2365.50	11.10	1.57	171.63	90.00	104	59	226
5	1	738	809	-198.90	-2365.22	13.00	0.28	171.16	90.00	104	59	226
5	1	738	810	-186.86	-2365.17	12.04	0.04	174.89	90.00	104	59	226
5	1	738	811	-176.60	-2365.39	10.25	-0.22	170.59	90.00	104	59	226
5	1	738	812	-167.73	-2365.52	8.88	-0.13	174.14	90.00	104	59	226
5	1	738	813	-158.02	-2364.63	9.70	0.89	171.23	90.00	104	59	225
5	1	738	814	-146.55	-2365.60	11.47	-0.97	169.87	90.00	104	59	225
5	1	738	815	-133.55	-2366.97	13.00	-1.37	167.54	90.00	104	59	225
5	1	738	816	-120.55	-2369.58	13.00	-2.60	163.02	90.00	104	59	225
5	1	738	817	-107.55	-2371.49	13.00	-1.92	160.26	90.00	104	59	225
5	1	738	818	-94.55	-2374.36	13.00	-2.87	154.50	90.00	104	59	225
5	1	738	819	-81.55	-2377.63	13.00	-3.27	158.96	90.00	104	59	225
5	1	738	820	-70.33	-2379.58	11.22	-1.96	153.66	90.00	104	59	225
5	1	738	821	-59.60	-2380.75	10.74	-1.16	155.44	90.00	104	59	225
5	1	738	822	-47.15	-2381.62	12.44	-0.88	149.45	90.00	104	59	225
5	1	738	823	-34.15	-2384.46	13.00	-2.83	144.02	90.00	104	59	225
5	1	738	824	-22.24	-2386.56	11.92	-2.10	140.13	90.00	104	59	225
5	1	738	825	-9.24	-2387.49	13.00	-0.94	139.81	90.00	104	59	225
5	1	757	826	2.68	-2388.04	11.92	-0.54	137.67	90.00	104	59	225
5	1	757	827	13.99	-2389.04	11.31	-1.01	139.80	90.00	104	59	225
5	1	757	828	24.91	-2391.60	10.92	-2.56	143.15	90.00	104	59	225
5	1	757	829	34.21	-2392.56	9.30	-0.96	139.40	90.00	104	59	225
5	1	757	830	43.20	-2392.52	8.99	0.04	142.30	90.00	104	59	225
5	1	757	831	53.79	-2391.41	10.59	1.11	136.36	90.00	104	59	225
5	1	757	832	64.78	-2392.11	10.99	-0.70	134.71	90.00	104	59	225
5	1	757	833	76.22	-2392.75	11.44	-0.64	131.25	90.00	104	59	225
5	1	757	834	87.08	-2394.37	10.86	-1.62	129.22	90.00	104	59	225
5	1	757	835	96.91	-2397.41	9.83	-3.04	128.52	90.00	104	59	225
5	1	757	836	107.55	-2400.96	10.64	-3.55	130.83	90.00	104	59	225
5	1	757	837	118.40	-2402.52	10.85	-1.57	128.69	90.00	104	59	225
5	1	757	838	129.26	-2405.25	10.85	-2.73	132.51	90.00	104	59	225
5	1	757	839	138.14	-2406.94	8.89	-1.69	137.13	90.00	104	59	225
5	1	757	840	147.01	-2406.91	8.87	0.04	131.24	90.00	104	59	225
5	1	757	841	157.41	-2406.93	10.41	-0.02	134.74	90.00	104	59	225
5	1	757	842	166.95	-2405.07	9.53	1.86	131.80	90.00	104	59	225
5	1	757	843	175.47	-2403.38	8.52	1.68	127.04	90.00	104	59	225
5	1	757	844	182.32	-2401.98	6.85	1.40	126.54	90.00	104	59	225
5	1	757	845	190.50	-2401.85	8.18	0.13	125.89	90.00	104	59	225
5	1	757	846	199.03	-2401.56	8.53	0.29	125.42	90.00	104	59	225
5	1	757	847	206.74	-2402.98	7.71	-1.43	122.76	90.00	104	59	225
5	1	757	848	215.23	-2405.56	8.48	-2.58	128.69	90.00	104	59	225
5	1	757	849	223.04	-2406.17	7.81	-0.61	134.55	90.00	104	59	225
5	1	757	850	229.47	-2407.67	6.43	-1.50	140.28	90.00	104	59	225
5	1	757	851	235.29	-2410.69	5.82	-3.02	144.92	90.00	104	59	225
5	1	757	852	242.80	-2412.24	7.51	-1.55	139.67	90.00	104	59	225
5	1	757	853	248.43	-2414.53	5.63	-2.29	136.45	90.00	104	59	225
5	1	776	854	253.06	-2417.96	4.62	-3.43	135.73	90.00	104	59	225
5	1	776	855	255.95	-2421.74	2.89	-3.78	137.52	90.00	104	59	225
5	1	776	856	260.04	-2427.09	4.09	-5.36	139.02	90.00	104	59	225
5	1	776	857	264.09	-2431.42	4.05	-4.32	133.59	90.00	104	59	225
5	1	776	858	268.18	-2435.69	4.09	-4.27	132.11	90.00	104	59	225
5	1	776	859	270.92	-2438.54	2.75	-2.85	134.28	90.00	104	59	225
5	1	776	860	273.84	-2441.66	2.91	-3.12	128.78	90.00	104	59	225
5	1	776	861	277.17	-2443.73	3.33	-2.08	124.89	90.00	104	59	225
5	1	776	862	282.04	-2446.50	4.87	-2.76	119.42	90.00	104	59	225
5	1	776	863	288.37	-2449.42	6.34	-2.92	122.93	90.00	104	59	225
5	1	776	864	294.44	-2452.81	6.07	-3.39	122.17	90.00	104	59	225
5	1	776	865	299.05	-2454.43	4.61	-1.62	124.60	90.00	104	59	225
5	1	776	866	301.77	-2457.07	2.73	-2.64	118.67	90.00	104	59	225
5	1	776	867	302.82	-2458.74	1.05	-1.67	117.55	90.00	104	59	225
5	1	776	868	305.35	-2459.38	2.53	-0.64	123.03	90.00	104	59	225
5	1	776	869	308.47	-2458.59	3.13	0.79	127.24	90.00	104	59	225
5	1	776	870	310.96	-2458.37	2.49	0.22	128.25	90.00	104	59	225
5	1	776	871	314.75	-2459.47	3.79	-1.10	126.38	90.00	104	59	225
5	1	776	872	317.55	-2459.52	2.80	-0.05	132.03	90.00	104	59	225
5	1	776	873	321.16	-2460.67	3.61	-1.16	132.98	90.00	104	59	225
5	1	776	874	324.43	-2459.95	3.27	0.73	133.43	90.00	104	59	225
5	1	776	875	327.30	-2458.64	2.87	1.31	130.22	90.00	104	59	225
5	1	776	876	332.02	-2458.22	4.72	0.42	132.28	90.00	104	59	225
5	1	776	877	337.59	-2457.30	5.57	0.92	127.13	90.00	104	59	225
5	1	776	878	343.92	-2458.27	6.33	-0.97	129.04	90.00	104	59	225
5	1	776	879	351.61	-2458.52	7.69	-0.26	126.39	90.00	104	59	225
5	1	776	880	358.59	-2460.54	6.98	-2.02	121.93	90.00	104	59	225
5	1	776	881	364.04	-2461.68	5.45	-1.14	121.98	90.00	104	59	225
5	1	776	882	369.69	-2464.60	5.65	-2.92	126.68	90.00	104	59	225
5	1	776	883	374.80	-2468.65	5.11	-4.05	126.16	90.00	104	59	225
5	1	776	884	379.71	-2474.03	4.91	-5.39	129.37	90.00	104	59	225
5	1	776	885	384.10	-2478.63	4.39	-4.60	130.34	90.00	104	59	225
5	1	776	886	387.97	-2483.76	3.87	-5.13	135.03	90.00	104	59	225
5	1	776	887	392.36	-2489.11	4.39	-5.35	132.64	90.00	104	59	225
5	1	776	888	397.25	-2492.70	4.89	-3.59	134.92	90.00	104	59	225
5	1	776	889	403.91	-2494.71	6.66	-2.01	138.20	90.00	104	59	225
5	1	776	890	408.96	-2498.45	5.05	-3.74	139.75	90.00	104	59	225
5	1	775	891	413.29	-2503.95	4.33	-5.50	136.20	90.00	104	59	225
5	1	775	892	416.66	-2510.64	3.37	-6.69	136.36	90.00	104	59	225
5	1	775	893	420.77	-2518.36	4.11	-7.72	139.04	90.00	104	59	225
5	1	775	894	425.82	-2527.39	5.05	-9.03	135.44	90.00	104	59	225
5	1	775	895	429.87	-2537.72	4.06	-10.33	138.04	90.00	104	59	225
5	1	775	896	433.84	-2548.78	3.97	-11.06	138.86	90.00	104	59	225
5	1	775	897	436.36	-2558.19	2.51	-9.42	135.70	90.00	104	59	225
5	1	775	898	440.69	-2566.48	4.33	-8.29	132.15	90.00	104	59	225
5	1	775	899	444.49	-2576.49	3.80	-10.01	128.72	90.00	104	59	225
5	1	775	900	447.95	-2587.76	3.46	-11.27	125.59	90.00	104	59	225
5	1	775	901	449.76	-2598.25	1.81	-10.49	122.04	90.00	104	59	225
5	1	775	902	449.71	-2608.27	-0.05	-10.02	127.44	90.00	104	59	225
5	1	775	903	449.31	-2617.04	-0.40	-8.78	123.34	90.00	104	59	225
5	1	775	904	447.52	-2625.14	-1.79	-8.09	119.64	90.00	104	59	225
5	1	775	905	444.34	-2632.19	-3.18	-7.05	124.22	90.00	104	59	225
5	1	775	906	441.94	-2640.97	-2.40	-8.78	124.03	90.00	104	59	225
5	1	775	907	438.00	-2649.72	-3.94	-8.75	127.18	90.00	104	59	225
5	1	775	908	435.19	-2660.38	-2.81	-10.66	131.83	90.00	104	59	225
5	1	775	909	432.35	-2672.02	-2.84	-11.64	132.06	90.00	104	59	225
5	1	775	910	430.32	-2684.22	-2.03	-12.20	136.38	90.00	104	59	225
5	1	775	911	427.88	-2695.08	-2.45	-10.86	138.32	90.00	104	59	225
5	1	775	912	426.41	-2704.87	-1.47	-9.79	136.11	90.00	104	59	225
5	1	775	913	425.97	-2714.36	-0.43	-9.49	134.66	90.00	104	59	225
5	1	775	914	425.92	-2724.73	-0.06	-10.37	139.62	90.00	104	59	225
5	1	775	915	424.41	-2734.03	-1.51	-9.30	136.24	90.00	104	59	225
5	1	775	916	420.94	-2745.23	-3.47	-11.20	136.19	90.00	104	59	225
5	1	774	917	416.33	-2757.57	-4.61	-12.34	130.56	90.00	104	59	225
5	1	774	918	412.50	-2769.13	-3.82	-11.56	131.18	90.00	104	59	225
5	1	774	919	410.04	-2780.72	-2.46	-11.59	126.89	90.00	104	59	225
5	1	774	920	407.78	-2792.96	-2.26	-12.24	124.18	90.00	104	59	225
5	1	774	921	407.34	-2804.08	-0.44	-11.11	129.74	90.00	104	59	225
5	1	774	922	407.07	-2813.56	-0.27	-9.48	130.32	90.00	104	59	225
5	1	774	923	405.76	-2824.97	-1.31	-11.41	127.42	90.00	104	59	225
5	1	774	924	405.65	-2836.31	-0.11	-11.34	130.27	90.00	104	59	225
5	1	774	925	403.70	-2848.74	-1.96	-12.43	129.76	90.00	104	59	225
5	1	774	926	401.17	-2861.74	-2.52	-13.00	129.91	90.00	104	59	225
5	1	774	927	398.83	-2873.91	-2.35	-12.17	132.45	90.00	104	59	225
5	1	774	928	395.71	-2884.41	-3.12	-10.50	136.77	90.00	104	59	225
5	1	774	929	390.68	-2895.59	-5.03	-11.17	134.85	90.00	104	59	225
5	1	774	930	385.65	-2907.77	-5.03	-12.18	134.92	90.00	104	59	225
5	1	774	931	380.43	-2918.00	-5.22	-10.23	138.61	90.00	104	59	225
5	1	774	932	377.18	-2926.84	-3.25	-8.84	136.86	90.00	104	59	225
5	1	774	933	372.30	-2933.86	-4.88	-7.02	138.58	90.00	104	59	225
5	1	774	934	368.62	-2940.99	-3.68	-7.13	135.78	90.00	104	59	225
5	1	774	935	366.43	-2949.29	-2.19	-8.30	139.36	90.00	104	59	225
5	1	774	936	365.59	-2957.07	-0.84	-7.78	133.62	90.00	104	59	225
5	1	774	937	364.38	-2963.17	-1.22	-6.10	131.94	90.00	104	59	225
5	1	774	938	364.73	-2968.18	0.35	-5.01	126.18	90.00	104	59	225
5	1	774	939	366.92	-2971.94	2.20	-3.76	120.58	90.00	104	59	225
5	1	774	940	369.42	-2974.19	2.50	-2.25	116.07	90.00	104	59	225
5	1	774	941	371.64	-2977.12	2.21	-2.93	111.73	90.00	104	59	225
5	1	774	942	373.26	-2980.32	1.63	-3.19	111.43	90.00	104	59	224
5	1	774	943	376.45	-2981.96	3.18	-1.64	114.05	90.00	104	59	224
5	1	774	944	380.76	-2982.81	4.32	-0.85	111.87	90.00	104	59	224
5	1	774	945	383.99	-2985.02	3.23	-2.20	109.22	90.00	104	59	224
5	1	774	946	385.41	-2988.86	1.41	-3.84	103.37	90.00	104	59	224
5	1	774	947	387.44	-2992.91	2.04	-4.05	108.79	90.00	104	59	224
5	1	774	948	391.24	-2997.75	3.80	-4.84	106.18	90.00	104	59	224
5	1	773	949	396.60	-3003.61	5.36	-5.86	108.74	90.00	104	59	224
5	1	773	950	400.80	-3010.80	4.21	-7.18	109.16	90.00	104	59	224
5	1	773	951	403.51	-3019.15	2.71	-8.35	114.18	90.00	104	59	224
5	1	773	952	404.60	-3029.17	1.09	-10.02	114.39	90.00	104	59	224
5	1	773	953	407.53	-3037.35	2.93	-8.18	116.49	90.00	104	59	224
5	1	773	954	411.37	-3047.05	3.84	-9.70	122.36	90.00	104	59	224
5	1	773	955	413.54	-3058.34	2.17	-11.29	123.35	90.00	104	59	224
5	1	773	956	416.64	-3070.41	3.09	-12.08	128.37	90.00	104	59	224
5	1	773	957	420.34	-3083.15	3.70	-12.73	130.89	90.00	104	59	224
5	1	773	958	425.39	-3094.97	5.06	-11.82	130.40	90.00	104	59	224
5	1	773	959	429.14	-3105.06	3.75	-10.09	126.28	90.00	104	59	224
5	1	773	960	433.91	-3115.53	4.77	-10.47	127.14	90.00	104	59	224
5	1	773	961	438.84	-3126.56	4.93	-11.03	129.77	90.00	104	59	224
5	1	773	962	442.02	-3138.36	3.18	-11.80	132.86	90.00	104	59	224
5	1	773	963	443.96	-3148.18	1.94	-9.83	132.53	90.00	104	59	224
5	1	773	964	444.88	-3157.93	0.92	-9.75	127.26	90.00	104	59	224
5	1	773	965	446.81	-3165.92	1.93	-7.99	123.96	90.00	104	59	224
5	1	773	966	450.29	-3173.85	3.49	-7.93	121.23	90.00	104	59	224
5	1	773	967	453.94	-3180.31	3.65	-6.47	126.44	90.00	104	59	224
5	1	773	968	459.05	-3185.53	5.10	-5.22	125.18	90.00	104	59	224
5	1	773	969	464.54	-3192.11	5.50	-6.58	120.41	90.00	104	59	224
5	1	773	970	471.26	-3199.92	6.72	-7.80	118.42	90.00	104	59	224
5	1	773	971	479.95	-3208.82	8.69	-8.90	115.02	90.00	104	59	224
5	1	773	972	490.34	-3215.91	10.39	-7.09	111.69	90.00	104	59	224
5	1	792	973	501.84	-3223.97	11.49	-8.06	114.82	90.00	104	59	224
5	1	792	974	511.93	-3232.17	10.09	-8.20	117.75	90.00	104	59	224
5	1	792	975	522.32	-3238.43	10.39	-6.27	112.50	90.00	104	59	224
5	1	792	976	532.34	-3242.97	10.02	-4.54	108.83	90.00	104	59	224
5	1	792	977	541.78	-3247.92	9.44	-4.94	112.11	90.00	104	59	224
5	1	791	978	550.09	-3252.16	8.32	-4.24	108.34	90.00	104	59	224
5	1	791	979	559.71	-3255.47	9.61	-3.31	110.91	90.00	104	59	224
5	1	791	980	571.07	-3260.65	11.36	-5.18	113.83	90.00	104	59	224
5	1	791	981	582.95	-3265.67	11.89	-5.03	117.56	90.00	104	59	224
5	1	791	982	594.28	-3270.75	11.33	-5.08	118.13	90.00	104	59	224
5	1	791	983	606.45	-3275.33	12.17	-4.57	121.16	90.00	104	59	224
5	1	791	984	616.68	-3277.99	10.24	-2.66	122.70	90.00	104	59	224
5	1	791	985	625.50	-3281.18	8.81	-3.19	124.68	90.00	104	59	224
5	1	791	986	633.60	-3283.52	8.11	-2.34	126.23	90.00	104	59	224
5	1	791	987	641.16	-3287.05	7.56	-3.52	128.94	90.00	104	59	224
5	1	791	988	649.13	-3290.12	7.97	-3.07	130.23	90.00	104	59	224
5	1	791	989	657.87	-3295.09	8.74	-4.98	126.21	90.00	104	59	224
5	1	791	990	667.80	-3298.95	9.93	-3.86	128.38	90.00	104	59	224
5	1	791	991	678.68	-3302.72	10.88	-3.76	130.04	90.00	104	59	224
5	1	791	992	689.45	-3305.00	10.76	-2.28	133.98	90.00	104	59	224
5	1	791	993	700.67	-3305.72	11.23	-0.72	127.99	90.00	104	59	224
5	1	791	994	710.31	-3307.03	9.64	-1.31	131.11	90.00	104	59	224
5	1	791	995	718.86	-3307.92	8.55	-0.89	132.49	90.00	104	59	224
5	1	791	996	728.39	-3309.16	9.53	-1.23	131.71	90.00	104	59	224
5	1	791	997	736.04	-3311.79	7.65	-2.64	135.94	90.00	104	59	224
5	1	791	998	744.38	-3315.54	8.34	-3.75	138.85	90.00	104	59	224
5	1	810	999	754.03	-3320.61	9.65	-5.07	141.61	90.00	104	59	224
5	1	810	1000	763.38	-3326.12	9.35	-5.50	145.17	90.00	104	59	224
5	1	810	1001	773.61	-3330.71	10.23	-4.60	148.15	90.00	104	59	224
5	1	810	1002	783.62	-3334.24	10.02	-3.52	152.79	90.00	104	59	224
5	1	810	1003	795.40	-3339.39	11.78	-5.16	158.69	90.00	104	59	224
5	1	810	1004	805.56	-3344.89	10.16	-5.50	163.67	90.00	104	59	224
5	1	810	1005	814.87	-3349.38	9.31	-4.49	167.45	90.00	104	59	224
5	1	810	1006	824.15	-3355.01	9.28	-5.64	172.97	90.00	104	59	224
5	1	810	1007	835.00	-3359.81	10.85	-4.79	168.54	90.00	104	59	224
5	1	810	1008	844.20	-3365.83	9.20	-6.03	169.05	90.00	104	59	224
5	1	810	1009	853.56	-3372.91	9.36	-7.08	168.39	90.00	104	59	224
5	1	810	1010	863.39	-3379.98	9.83	-7.07	167.13	90.00	104	59	224
5	1	810	1011	873.59	-3386.35	10.20	-6.37	164.49	90.00	104	59	224
5	1	810	1012	885.29	-3393.29	11.70	-6.94	164.83	90.00	104	59	224
5	1	810	1013	896.55	-3398.94	11.26	-5.65	164.89	90.00	104	59	224
5	1	810	1014	908.30	-3405.07	11.74	-6.12	158.90	90.00	104	59	224
5	1	810	1015	919.88	-3410.25	11.58	-5.19	159.89	90.00	104	59	224
5	1	810	1016	930.81	-3413.50	10.93	-3.25	156.74	90.00	104	59	224
5	1	810	1017	941.38	-3416.73	10.57	-3.23	161.86	90.00	104	59	224
5	1	810	1018	950.44	-3419.88	9.06	-3.15	158.52	90.00	104	59	224
5	1	810	1019	957.51	-3421.77	7.06	-1.89	158.70	90.00	104	59	223
5	1	810	1020	965.99	-3424.89	8.48	-3.12	158.93	90.00	104	59	223
5	1	810	1021	973.89	-3428.15	7.90	-3.26	164.49	90.00	104	59	223
5	1	810	1022	980.15	-3432.22	6.26	-4.07	165.30	90.00	104	59	223
5	1	810	1023	987.92	-3436.95	7.77	-4.73	166.21	90.00	104	59	223
5	1	810	1024	995.82	-3443.35	7.90	-6.40	165.41	90.00	104	59	223
5	1	829	1025	1000.00	-3449.37	-9.69	-6.01	161.86	90.00	104	59	223
5	1	810	1026	991.44	-3453.64	-8.56	-4.27	160.24	90.00	104	59	223
5	1	810	1027	983.24	-3459.08	-8.20	-5.44	155.93	90.00	104	59	223
5	1	810	1028	976.52	-3463.08	-6.71	-4.00	159.63	90.00	104	59	223
5	1	810	1029	968.10	-3465.37	-8.42	-2.29	159.58	90.00	104	59	223
5	1	810	1030	959.23	-3469.23	-8.87	-3.86	161.87	90.00	104	59	223
5	1	810	1031	951.25	-3472.50	-7.98	-3.26	166.87	90.00	104	59	223
5	1	810	1032	943.22	-3477.39	-8.02	-4.89	162.19	90.00	104	59	223
5	1	810	1033	935.87	-3483.75	-7.35	-6.36	164.21	90.00	104	59	223
5	1	810	1034	927.30	-3491.39	-8.57	-7.63	162.50	90.00	104	59	223
5	1	810	1035	918.44	-3500.00	-8.85	9.03	157.88	90.00	104	59	223
5	1	810	1036	910.40	-3488.98	-8.05	11.02	161.66	90.00	104	59	223
5	1	810	1037	901.96	-3477.77	-8.43	11.21	167.27	90.00	104	59	223
5	1	810	1038	892.40	-3466.88	-9.56	10.90	167.49	90.00	104	59	223
5	1	810	1039	880.89	-3456.96	-11.51	9.92	171.05	90.00	104	59	223
5	1	810	1040	871.01	-3448.01	-9.88	8.94	174.70	90.00	104	59	223
5	1	810	1041	862.63	-3440.95	-8.38	7.06	173.55	90.00	104	59	223
5	1	810	1042	852.39	-3432.58	-10.24	8.37	175.86	90.00	104	59	223
5	1	810	1043	842.70	-3422.54	-9.69	10.03	174.04	90.00	104	59	223
5	1	810	1044	831.58	-3412.04	-11.12	10.51	168.23	90.00	104	59	223
5	1	810	1045	819.18	-3400.14	-12.40	11.90	170.32	90.00	104	59	223
5	1	810	1046	807.18	-3388.86	-12.00	11.28	164.86	90.00	104	59	223
5	1	810	1047	794.78	-3377.70	-12.40	11.16	162.38	90.00	104	59	223
5	1	810	1048	783.51	-3365.79	-11.27	11.90	157.94	90.00	104	59	223
5	1	810	1049	773.32	-3353.73	-10.19	12.06	157.16	90.00	104	59	223
5	1	810	1050	764.63	-3341.29	-8.69	12.44	158.74	90.00	104	59	223
5	1	810	1051	754.58	-3328.85	-10.06	12.43	158.63	90.00	104	59	223
5	1	791	1052	746.32	-3317.60	-8.25	11.26	161.23	90.00	104	59	223
5	1	791	1053	739.39	-3306.78	-6.94	10.82	155.64	90.00	104	59	223
5	1	791	1054	733.96	-3296.15	-5.43	10.63	150.93	90.00	104	59	223
5	1	791	1055	729.46	-3286.61	-4.50	9.54	147.32	90.00	104	59	223
5	1	791	1056	724.28	-3275.22	-5.18	11.38	148.81	90.00	104	59	223
5	1	791	1057	717.13	-3265.50	-7.15	9.72	144.57	90.00	104	59	223
5	1	791	1058	711.15	-3256.67	-5.98	8.83	146.95	90.00	104	59	223
5	1	792	1059	705.11	-3248.94	-6.04	7.72	149.29	90.00	104	59	223
5	1	792	1060	699.44	-3241.05	-5.67	7.90	151.56	90.00	104	59	223
5	1	792	1061	692.36	-3234.78	-7.08	6.27	151.46	90.00	104	59	223
5	1	792	1062	685.89	-3226.67	-6.47	8.11	155.11	90.00	104	59	223
5	1	792	1063	679.27	-3217.47	-6.62	9.20	158.17	90.00	104	59	223
5	1	792	1064	671.78	-3206.49	-7.49	10.98	156.33	90.00	104	59	223
5	1	792	1065	662.87	-3194.52	-8.91	11.97	162.24	90.00	104	59	223
5	1	792	1066	653.24	-3183.24	-9.63	11.28	157.05	90.00	104	59	223
5	1	792	1067	641.80	-3172.96	-11.44	10.28	155.08	90.00	104	59	223
5	1	792	1068	632.30	-3162.92	-9.49	10.04	154.76	90.00	104	59	223
5	1	792	1069	622.79	-3153.59	-9.51	9.33	157.11	90.00	104	59	223
5	1	792	1070	612.11	-3143.53	-10.68	10.06	160.97	90.00	104	59	223
5	1	792	1071	602.42	-3134.92	-9.68	8.61	156.51	90.00	104	59	223
5	1	792	1072	591.77	-3124.50	-10.66	10.43	153.15	90.00	104	59	223
5	1	792	1073	580.53	-3113.71	-11.23	10.79	157.56	90.00	104	59	223
5	1	792	1074	568.16	-3102.53	-12.38	11.17	158.91	90.00	104	59	223
5	1	792	1075	555.16	-3092.26	-13.00	10.28	159.87	90.00	104	59	223
5	1	792	1076	543.16	-3080.99	-12.00	11.26	163.38	90.00	104	59	223
5	1	792	1077	531.33	-3070.31	-11.83	10.69	163.99	90.00	104	59	223
5	1	792	1078	519.40	-3060.01	-11.92	10.30	169.37	90.00	104	59	223
5	1	792	1079	507.47	-3050.69	-11.93	9.32	168.85	90.00	104	59	223
5	1	773	1080	494.47	-3039.69	-13.00	11.00	165.42	90.00	104	59	223
5	1	773	1081	483.19	-3028.93	-11.28	10.76	162.90	90.00	104	59	223
5	1	773	1082	473.52	-3019.30	-9.67	9.63	161.65	90.00	104	59	223
5	1	773	1083	461.92	-3010.06	-11.60	9.24	160.59	90.00	104	59	223
5	1	774	1084	449.84	-2999.95	-12.09	10.11	156.53	90.00	104	59	223
5	1	774	1085	438.33	-2991.34	-11.51	8.62	157.50	90.00	104	59	223
5	1	774	1086	426.74	-2981.56	-11.58	9.78	160.66	90.00	104	59	223
5	1	774	1087	413.74	-2972.58	-13.00	8.97	164.01	90.00	104	59	223
5	1	774	1088	402.35	-2964.01	-11.40	8.58	169.61	90.00	104	59	223
5	1	774	1089	389.96	-2953.77	-12.39	10.23	166.07	90.00	104	59	223
5	1	774	1090	376.96	-2943.45	-13.00	10.32	163.78	90.00	104	59	223
5	1	774	1091	363.96	-2933.58	-13.00	9.87	160.60	90.00	104	59	223
5	1	774	1092	351.86	-2924.80	-12.10	8.78	159.12	90.00	104	59	223
5	1	774	1093	339.16	-2916.58	-12.70	8.22	164.94	90.00	104	59	223
5	1	774	1094	326.95	-2908.36	-12.21	8.22	167.99	90.00	104	59	223
5	1	774	1095	314.09	-2900.16	-12.86	8.21	167.86	90.00	104	59	223
5	1	774	1096	302.38	-2892.25	-11.71	7.91	164.36	90.00	104	59	223
5	1	774	1097	289.55	-2883.09	-12.83	9.16	165.03	90.00	104	59	223
5	1	774	1098	278.15	-2875.16	-11.41	7.93	166.32	90.00	104	59	223
5	1	774	1099	265.15	-2868.93	-13.00	6.23	163.01	90.00	104	59	223
5	1	774	1100	252.15	-2860.81	-13.00	8.12	163.00	90.00	104	59	223
5	1	755	1101	240.60	-2852.59	-11.54	8.22	161.73	90.00	104	59	223
5	1	755	1102	229.87	-2846.30	-10.73	6.29	165.80	90.00	104	59	223
5	1	755	1103	219.07	-2839.89	-10.80	6.41	170.87	90.00	104	59	223
5	1	755	1104	208.08	-2831.57	-10.99	8.32	171.87	90.00	104	59	223
5	1	755	1105	196.30	-2822.55	-11.77	9.02	166.56	90.00	104	59	223
5	1	755	1106	186.18	-2813.04	-10.13	9.50	166.19	90.00	104	59	223
5	1	755	1107	174.83	-2802.47	-11.35	10.58	166.05	90.00	104	59	223
5	1	755	1108	165.35	-2791.19	-9.49	11.28	162.52	90.00	104	59	223
5	1	755	1109	155.56	-2780.55	-9.79	10.64	162.62	90.00	104	59	223
5	1	755	1110	147.48	-2769.81	-8.08	10.74	164.70	90.00	104	59	223
5	1	755	1111	140.72	-2757.39	-6.76	12.42	165.80	90.00	104	59	223
5	1	756	1112	133.05	-2744.99	-7.67	12.40	161.82	90.00	104	59	223
5	1	756	1113	126.44	-2733.19	-6.61	11.81	160.54	90.00	104	59	223
5	1	756	1114	119.37	-2722.34	-7.07	10.84	161.54	90.00	104	59	223
5	1	756	1115	113.25	-2712.40	-6.12	9.94	160.86	90.00	104	59	223
5	1	756	1116	108.23	-2703.49	-5.02	8.91	160.80	90.00	104	59	222
5	1	756	1117	103.65	-2695.33	-4.57	8.17	157.53	90.00	104	59	222
5	1	756	1118	98.20	-2685.69	-5.46	9.63	151.92	90.00	104	59	222
5	1	756	1119	92.88	-2674.36	-5.32	11.33	152.88	90.00	104	59	222
5	1	756	1120	88.52	-2664.85	-4.36	9.51	157.91	90.00	104	59	222
5	1	756	1121	85.66	-2656.99	-2.86	7.86	151.92	90.00	104	59	222
5	1	756	1122	82.06	-2650.96	-3.60	6.04	154.78	90.00	104	59	222
5	1	756	1123	78.18	-2646.11	-3.87	4.85	152.28	90.00	104	59	222
5	1	756	1124	76.12	-2641.68	-2.06	4.42	151.46	90.00	104	59	222
5	1	756	1125	75.35	-2636.98	-0.77	4.71	151.15	90.00	104	59	222
5	1	756	1126	73.72	-2631.01	-1.63	5.97	145.79	90.00	104	59	222
5	1	756	1127	70.53	-2623.55	-3.19	7.46	143.73	90.00	104	59	222
5	1	756	1128	67.87	-2617.28	-2.66	6.27	140.08	90.00	104	59	222
5	1	756	1129	64.50	-2609.55	-3.37	7.72	138.54	90.00	104	59	222
